game,method,score
Breakout,MQ(h=1),"Float32[0.039314516, 0.5, 3.9807692, 16.730158, 15.016483, 18.595348, 35.723213, 27.793894, 40.915092, 19.297619, 45.616665, 85.3421, 106.34286, 99.0, 173.84706, 108.1625, 143.19753, 125.197365, 163.58333, 207.63043, 275.47916, 394.96774, 382.75, 341.73334, 357.7143, 469.4, 458.83334, 407.8, 461.5, 366.67856, 388.8, 419.3913, 333.7143, 347.2, 384.8, 380.0, 382.0, 486.2857, 375.14285, 313.2, 362.2, 474.6, 394.0, 408.6, 366.16666, 387.0, 389.44446, 455.625, 485.5, 337.83334, 413.66666, 315.125, 706.8421, 417.5, 340.15686, 336.7143, 395.2, 457.0, 639.0, 371.4, 392.14285, 377.0, 385.75, 417.16666, 257.275, 401.0, 318.85715, 403.88235, 394.55554, 71.5942, 395.14285, 385.2, 470.66666, 427.17648, 496.375, 411.36365, 352.451, 419.0, 400.5, 163.89362, 390.8, 476.0, 364.6, 422.8125, 339.6, 454.5, 419.0, 378.6, 417.22223, 420.57144, 407.375, 408.33334, 399.0, 351.0, 399.625, 446.8889, 432.42856, 682.2, 369.0, 410.0, 387.33334, 400.33334, 402.0, 399.0, 439.52, 402.0, 425.42856, 455.33334, 289.2, 326.6905, 388.33334, 431.0, 412.0, 408.64285, 367.5, 412.83334, 788.55554, 386.75, 359.0, 378.53845, 407.33334, 394.1905, 410.4, 426.8, 413.7857, 464.66666, 386.2, 402.0, 519.8571, 412.8, 473.0, 439.46155, 583.61536, 423.0, 474.875, 440.0, 408.83334, 771.3333, 405.2, 384.375, 411.7143, 414.5, 424.66666, 387.66666, 373.6, 426.8, 406.0, 795.08, 406.0, 547.5, 433.3, 327.3846, 426.8857, 785.0, 650.3, 369.83334, 451.0, 400.0, 414.15384, 474.0, 430.73685, 449.27777, 426.7931, 449.2, 413.7, 394.5, 388.7143, 401.33334, 426.05884, 392.16666, 447.2857, 769.1111, 413.33334, 343.60464, 412.46155, 504.5, 411.5, 712.56525, 736.32, 414.70456, 699.1429, 427.14285, 94.42857, 415.9, 509.4, 369.8, 409.75, 392.33334, 475.375, 419.625, 481.33334, 408.44446, 398.16666, 588.0, 249.22728, 406.22223, 422.1111, 412.91177, 421.55554, 419.07693]"
Breakout,MQ(h=1),"Float32[0.71428573, 2.991453, 7.8125, 9.246377, 16.322035, 19.379122, 24.626865, 56.197803, 57.392525, 38.495728, 48.608246, 86.68831, 285.23077, 96.4321, 96.43374, 162.32051, 209.81482, 177.11539, 217.44615, 318.93442, 357.0, 399.36365, 407.54544, 398.42856, 388.72726, 379.375, 576.8, 391.91666, 400.57144, 361.5, 416.0, 337.2, 404.6, 381.2, 373.0, 410.1, 408.8, 389.27274, 464.0, 400.16666, 462.5, 413.6, 382.25, 402.0, 401.66666, 418.875, 386.16666, 413.55554, 126.0921, 354.70212, 351.63635, 404.33334, 413.8, 364.0, 493.0, 386.2, 412.6, 404.8, 408.2, 412.33334, 188.89362, 359.2, 785.41174, 398.75, 493.83334, 400.4, 418.875, 316.125, 417.42856, 335.6, 407.66666, 500.0, 382.2, 475.5, 410.33334, 411.1, 371.66666, 387.7143, 347.3421, 391.2, 431.61905, 421.66666, 387.0, 414.6, 411.9524, 420.875, 385.14285, 457.66666, 325.5, 417.4737, 412.5, 391.5, 474.23077, 408.7, 382.66666, 422.66666, 438.0, 369.57144, 387.2857, 415.0, 414.7857, 399.53845, 416.2857, 423.85715, 418.0, 402.0, 415.625, 425.34286, 547.1429, 325.78262, 429.42856, 408.85715, 371.46667, 420.0, 471.83334, 388.83334, 453.0, 599.73334, 484.57144, 436.14285, 734.7143, 539.0714, 367.91666, 403.0, 418.5909, 429.33334, 356.87756, 274.86487, 437.66666, 482.57144, 424.2, 487.14285, 699.38464, 405.875, 424.65, 557.0, 538.3333, 588.6, 415.2, 387.33334, 431.66666, 381.53845, 443.2, 380.4, 383.33334, 491.33334, 495.66666, 417.5, 453.81818, 401.78946, 449.4, 439.0, 410.83334, 239.6, 376.8, 468.84, 428.42856, 698.5714, 364.2, 475.66666, 379.4, 596.1429, 419.33334, 411.8889, 511.2, 430.0, 421.75, 419.46155, 392.625, 382.4, 420.41666, 763.1667, 406.5, 534.8333, 507.2, 442.92307, 416.10715, 425.5, 786.0, 395.0, 476.0, 423.33334, 422.5, 459.0, 506.0, 482.0, 578.0, 350.55814, 421.0, 599.1429, 419.44446, 414.2, 501.42856, 536.3333, 475.96774, 428.375, 544.0, 547.55554, 506.125, 774.5]"
Breakout,MQ(h=1),"Float32[0.038306452, 2.0, 2.9189188, 11.522322, 15.766304, 19.15951, 29.873135, 34.567795, 42.695236, 50.82828, 70.08889, 80.106384, 69.21506, 180.85365, 123.02702, 87.210526, 95.650604, 114.314285, 126.246574, 235.16072, 175.0339, 325.09756, 315.6316, 397.6154, 418.125, 356.7, 398.42856, 490.85715, 387.375, 415.4091, 385.85715, 377.25, 390.2, 415.4, 444.83334, 406.0, 435.16666, 416.48148, 468.0, 384.5, 350.4, 412.06668, 408.66666, 430.0, 407.8, 466.33334, 354.83334, 450.80768, 624.4, 380.0, 382.5926, 506.83334, 375.83334, 405.16666, 724.8, 799.8571, 351.66666, 400.66666, 385.0, 416.57144, 522.6667, 435.66666, 366.83334, 415.2857, 314.16666, 343.8, 385.4, 473.66666, 342.625, 410.8, 424.33334, 379.33334, 502.4, 533.1667, 625.8333, 423.0, 387.2, 503.6, 498.6, 414.2, 424.14285, 483.16666, 493.83334, 496.0, 500.25, 470.4, 775.2105, 415.0, 376.7143, 452.2069, 535.3333, 394.5091, 471.83334, 474.5, 660.7143, 370.0, 405.4, 390.2, 709.1667, 390.2, 582.8, 418.0, 427.875, 442.81818, 477.0, 660.8, 664.4, 414.0, 398.5, 495.83334, 410.6, 395.4, 671.1429, 513.8333, 494.0, 460.77777, 487.875, 576.6, 753.0, 495.0, 433.16666, 380.0, 410.83334, 448.33334, 490.0, 695.0, 418.55, 394.0, 533.5, 537.1429, 487.0, 425.33334, 384.2, 480.16666, 628.5, 509.77777, 388.6, 430.54544, 480.22223, 480.0, 847.6667, 382.16666, 730.7, 829.5714, 711.8333, 496.16666, 795.375, 702.1667, 576.0, 432.33334, 417.5, 679.6667, 418.2, 432.42856, 469.2, 412.16666, 863.8889, 393.5, 415.33334, 625.0, 407.6, 560.3333, 428.6, 424.14285, 804.5, 410.0, 407.2, 426.5, 788.0714, 554.5, 465.69565, 397.57144, 589.4, 813.8333, 421.17242, 522.8333, 405.4, 455.33334, 357.75, 566.7143, 548.3333, 358.33334, 757.7778, 587.8, 417.3, 837.2857, 613.2857, 487.5, 418.4, 500.4, 461.0, 419.22223, 401.55554, 467.16666, 787.5, 601.75, 572.6667, 571.3333, 425.33334, 535.6667]"
MsPacman,MQ(h=10),"Float32[69.471695, 161.53334, 155.80646, 886.9231, 437.0397, 578.1273, 917.4194, 1070.6359, 757.9382, 684.332, 1368.5416, 2379.5276, 1387.5194, 665.43726, 1709.826, 1823.8281, 1979.36, 1347.9141, 2492.742, 591.82965, 1292.4475, 1781.1111, 2472.8813, 2163.1538, 2152.449, 2321.8896, 2380.1653, 3478.4465, 3826.1946, 2364.7153, 2048.1035, 2344.6729, 2234.2708, 2233.9814, 2316.4583, 2282.5454, 2348.397, 2803.611, 2308.3333, 1905.8772, 2423.3645, 2451.485, 2444.7874, 2596.0396, 2459.5283, 2871.5095, 2707.629, 4307.681, 3546.1206, 4673.9473, 4354.268, 2660.5103, 2544.5378, 3728.5366, 3832.5, 2575.1401, 5083.5938, 2510.3362, 5867.5947, 4287.164, 5389.722, 5033.5527, 4197.2974, 2195.1545, 4281.8667, 4228.75, 5592.264, 5371.3794, 6664.0, 5023.5483, 2031.1494, 2580.5173, 5028.9854, 4383.636, 4457.3613, 5652.5864, 6311.4546, 4554.9277, 5685.7627, 5694.9204, 6255.0796, 5002.9507, 5168.3335, 4992.8984, 2808.8784, 6576.8335, 5652.4194, 4874.262, 5508.7095, 5471.6924, 4380.263, 5771.1665, 4049.87, 5805.1514, 4657.015, 5210.164, 6358.772, 5298.2354, 5787.7417, 6161.7856, 4874.3076, 5384.1934, 5201.3433, 4607.3687, 4324.299, 4420.0, 7044.098, 6043.0, 5717.1875, 6067.5864, 6614.34, 5824.3857, 5062.0737, 6661.5386, 5856.1816, 6110.5264, 5602.143, 6109.245, 6775.769, 7732.3076, 2856.5686, 6484.4443, 5330.6665, 6027.9243, 4713.5, 6949.032, 5614.4116, 6713.585, 2984.4, 4522.9414, 6537.3584, 6245.185, 5853.9287, 5843.1035, 4826.2686, 5254.923, 6570.3447, 7044.5283, 6605.357, 6038.148, 2937.3147, 3182.809, 4928.75, 7114.6, 6693.5186, 6796.2, 4719.5586, 7660.0, 6002.6787, 7207.5474, 6081.0713, 7082.909, 6186.2, 7042.6416, 6771.1763, 6487.759, 6749.4644, 5897.719, 5597.7417, 6418.039, 4982.174, 5692.838, 6774.5474, 5972.963, 6924.912, 7104.62, 7173.2144, 4920.4414, 6211.923, 6288.7036, 6586.364, 4727.0, 7533.148, 6663.7734, 7327.115, 7728.148, 6695.0796, 3772.5842, 5246.1196, 5494.355, 6218.1133, 7414.902, 6775.686, 7923.5713, 6542.2, 7004.706, 4791.803, 7203.654, 7094.0, 7295.636, 7155.5103, 6726.6, 6793.2075, 5503.7705, 6451.852, 6525.1924, 6606.731, 1038.9204, 4062.5974, 5446.4]"
MsPacman,MQ(h=10),"Float32[68.90566, 190.47505, 480.9486, 207.73946, 918.7402, 1395.4166, 2050.5847, 886.2112, 1397.841, 726.1739, 2275.6924, 1346.0714, 1449.2771, 1719.4965, 2017.6871, 1741.3483, 1642.3387, 2752.314, 2187.843, 2685.0833, 2102.6155, 2420.1638, 2377.1074, 1838.3688, 3986.312, 2271.2214, 1833.125, 2010.2587, 2428.4329, 2025.124, 2922.8225, 3128.2568, 1814.679, 1940.5385, 2046.014, 2632.7537, 1661.4474, 2669.3103, 3259.8215, 3446.5413, 3171.842, 3177.3914, 4177.423, 3226.1062, 2367.6985, 3700.0, 3181.3281, 5345.375, 3238.205, 2573.12, 3921.9177, 3751.6667, 3714.6155, 5521.892, 4801.7646, 5238.171, 2661.0205, 3863.8462, 3681.453, 3725.3774, 3744.1667, 6610.933, 2256.0396, 5541.6855, 5353.625, 3749.375, 6285.7534, 3822.4753, 5178.767, 2740.3604, 3607.4666, 2110.63, 3255.2893, 5556.615, 2293.585, 5853.6, 4677.3687, 5589.4365, 5529.5835, 2150.0, 3695.606, 5794.2466, 5288.767, 3732.4468, 5634.7437, 5520.8955, 5633.5615, 4077.3738, 4030.7793, 4743.0, 5369.041, 4911.807, 6056.4062, 2945.8035, 4743.0264, 2269.322, 4025.9092, 5882.933, 5978.8525, 5576.933, 5258.2666, 4795.0635, 6045.4287, 7651.0347, 5508.816, 4823.8823, 5415.3335, 3264.5784, 5322.0, 5330.7246, 6037.9106, 6912.0, 5022.0835, 4391.519, 6916.8086, 4245.0, 4804.4443, 4354.719, 6882.6562, 4922.9116, 5131.081, 5596.6665, 6974.2188, 4750.0, 5914.857, 3357.2974, 4988.9395, 5100.3228, 5250.3975, 3960.2197, 5398.4, 6781.6416, 5213.7334, 6569.8115, 2994.4211, 5487.6924, 3194.8718, 2900.849, 5971.077, 4280.3174, 6144.769, 4539.2207, 7254.6553, 5730.1724, 7460.0, 2575.2292, 5088.6567, 5692.3076, 5072.727, 4286.6665, 1956.9531, 5961.875, 5644.6294, 4796.1113, 6592.069, 6421.27, 5303.7803, 5496.9116, 6239.6826, 1929.1589, 5782.0, 6692.5, 6377.143, 6109.8335, 6441.045, 4134.405, 3465.513, 7885.6895, 6567.82, 6948.448, 5615.4287, 4672.985, 4585.8623, 3229.2913, 3749.1567, 6839.4443, 5821.639, 5693.768, 5964.179, 3231.4656, 4555.1284, 5317.3335, 4012.7908, 6639.3105, 8025.868, 6390.4478, 5033.25, 5598.6304, 6233.7314, 3430.375, 5433.143, 7757.8184, 6822.192, 7858.9287, 5694.9297, 4338.3823, 7570.1963, 3450.6172, 4996.3145, 7704.5454]"
MsPacman,MQ(h=10),"Float32[70.22642, 123.723076, 328.1955, 388.6644, 696.09863, 489.53238, 820.97675, 771.5736, 1277.7711, 1970.8759, 1189.85, 1472.8221, 2055.6643, 1681.8243, 1886.1487, 1728.9763, 1582.5625, 1680.6578, 1817.1212, 2555.3103, 1927.8992, 1724.5454, 1698.9844, 2018.2178, 2714.8838, 2583.92, 2201.3157, 1764.3065, 2935.1401, 2324.3801, 2843.0327, 2628.1372, 3056.033, 3009.342, 2988.6885, 2381.5386, 3135.0, 3128.7036, 3037.5, 3126.1062, 2451.1853, 3372.1487, 2349.916, 2205.3572, 2352.0183, 2386.348, 2379.9, 2373.252, 2362.963, 2239.2234, 2286.5178, 2286.8818, 2311.875, 2312.4219, 2401.1538, 2298.3486, 2091.2068, 2434.0178, 2239.0083, 2282.08, 2362.6548, 2959.4443, 4135.8535, 2385.4312, 2673.75, 2368.3464, 2447.395, 2393.4211, 4366.7144, 2414.2104, 2547.158, 2499.0266, 2679.8796, 2418.75, 2547.9412, 4264.706, 2635.9092, 2504.4443, 1863.7705, 2450.734, 2559.6365, 2806.5168, 3449.6428, 4161.477, 2538.919, 2472.4778, 2729.4016, 4248.2666, 4330.6494, 2567.5962, 2481.8584, 2485.0, 4558.5293, 4034.9297, 4107.3687, 2317.923, 2506.1, 4926.78, 3949.4595, 3807.262, 2569.0, 4000.8955, 5286.0, 3952.4194, 4123.125, 4069.7058, 2548.5715, 4443.75, 4030.147, 3852.5642, 4661.2856, 4337.5713, 4088.642, 5060.145, 2478.24, 2463.4065, 4291.875, 4015.6, 4567.4697, 4236.173, 4664.5947, 4335.1353, 4619.123, 4176.154, 2759.52, 4575.5933, 2720.625, 4023.889, 4654.032, 3816.9048, 4885.3228, 4400.5635, 4386.026, 5087.3335, 5211.356, 3860.8235, 2672.3853, 3991.039, 5196.8965, 4655.6523, 4183.718, 5365.6143, 5164.9297, 4881.0527, 2445.0, 2516.3108, 4517.206, 2804.5745, 4131.8843, 4062.024, 4695.7534, 2712.6042, 3801.6177, 2435.9375, 4704.8438, 3936.0527, 4532.5396, 4465.3423, 6025.0, 4252.564, 6485.821, 4514.875, 4615.0796, 4608.0884, 2609.916, 4989.853, 4409.71, 4006.0293, 4888.197, 2501.1018, 5770.161, 4603.636, 2262.9033, 4193.7334, 4228.3784, 4473.2856, 3007.2917, 6057.846, 4263.4287, 4960.625, 4836.6665, 4708.2812, 4087.4358, 4563.6665, 6113.9624, 4842.241, 5370.893, 4352.535, 5134.568, 5264.909, 4715.6924, 4714.603, 4523.0303, 4317.077, 4647.857, 6300.3706, 4286.3013, 5286.6665, 4732.4243, 4667.971]"
MsPacman,MQ(h=1),"Float32[158.96774, 196.45901, 1544.8428, 624.9741, 705.64886, 1516.72, 1243.7654, 1686.063, 1258.772, 1968.1395, 1608.4795, 1695.7396, 1853.9131, 993.5833, 1443.8414, 1590.1205, 2275.3447, 1716.5714, 2094.5527, 2477.1223, 1491.3138, 1459.0511, 2095.9482, 2126.842, 2085.4465, 2152.8972, 2610.9167, 2418.3333, 1562.1154, 1975.0427, 2509.1667, 2866.3635, 2137.3135, 1546.2179, 1982.3577, 2127.9797, 2414.681, 1750.72, 3920.8108, 2093.7, 2274.6592, 3246.3635, 3519.4119, 2938.9412, 3129.6226, 3996.3013, 4513.6987, 4555.8975, 3915.1428, 3942.7693, 3278.7837, 6454.384, 3782.2222, 3534.6592, 2661.624, 4089.2, 3603.7334, 3946.9863, 3720.238, 3789.3506, 3523.3333, 3690.465, 2275.7693, 3966.389, 2269.7197, 3436.5518, 6139.1177, 4050.8, 4152.963, 3780.5881, 4447.647, 3600.4167, 3576.625, 3996.4285, 4330.5884, 3963.4614, 4547.879, 5263.016, 4246.6665, 1648.4868, 3789.8735, 3941.818, 4020.8955, 4056.3013, 4048.209, 6060.8335, 1871.1765, 4765.5127, 2569.2307, 4045.8442, 4298.4614, 3891.791, 4849.394, 3986.6196, 4749.1377, 4943.3335, 3881.1667, 4710.0, 5001.7544, 4383.5713, 4118.6484, 5124.384, 4994.054, 4275.3228, 4177.4575, 4707.231, 4027.971, 4363.9707, 3904.1667, 4479.5835, 5095.5073, 4009.8591, 4986.949, 4690.769, 4022.5352, 4866.613, 4307.5, 4067.7214, 4338.305, 5682.647, 4914.0, 4039.853, 2606.3635, 5655.424, 3792.0833, 3973.4722, 5653.22, 5943.793, 5115.517, 3479.0, 3731.2163, 4111.9443, 4456.984, 4717.091, 3847.9167, 4411.6216, 3961.5117, 6153.469, 4779.857, 4517.4287, 4650.4287, 4320.274, 5780.0, 4426.1973, 6303.7705, 4458.0557, 3939.8667, 4790.1724, 4973.016, 2472.1187, 3847.5325, 4909.014, 5709.649, 4740.303, 5369.2856, 4122.0, 4677.3438, 4109.625, 6834.2856, 5603.0, 4430.7354, 4607.826, 5302.857, 4401.857, 4420.7935, 5366.4287, 4223.7334, 5774.576, 4531.081, 4545.7334, 5546.5, 5587.273, 5003.448, 4405.385, 4350.5884, 5932.727, 4717.5806, 5419.4917, 4235.1284, 4989.5, 3283.9707, 3148.205, 4626.0, 4343.4287, 4147.8667, 5029.7144, 5500.926, 6486.207, 4632.5806, 3969.1428, 3364.6218, 4324.189, 5276.0, 4322.8, 4130.7246, 5593.5186, 4378.2607, 3705.8904, 4124.516, 5020.926]"
MsPacman,MQ(h=1),"Float32[175.85774, 1013.4667, 678.19446, 737.0103, 825.8298, 815.3125, 1343.6747, 998.02136, 870.8333, 1362.8777, 1309.4263, 1782.9915, 1398.9941, 1986.8055, 1896.0, 1884.0845, 1571.9867, 1785.2028, 1706.9531, 1695.0, 1934.106, 2214.8027, 1850.2174, 2050.8496, 2021.8488, 2912.477, 2185.5264, 2067.1155, 1980.7693, 2610.566, 2945.1304, 2262.6086, 2498.4, 2083.5398, 3365.0, 2638.261, 2725.6638, 2593.173, 4933.896, 2723.302, 2172.243, 2746.08, 2845.8408, 4388.961, 2665.4783, 2830.75, 3289.011, 4144.217, 3702.9268, 2456.5547, 2406.1404, 4815.357, 2561.9417, 2449.487, 4488.243, 4880.4287, 5054.6665, 4353.3784, 5301.528, 3385.3333, 3653.9436, 4047.4666, 5590.5083, 4807.015, 3683.7078, 5375.0684, 3370.7407, 4339.178, 4736.4, 4805.0, 4502.857, 5174.5586, 4434.737, 3950.8433, 3846.3044, 5308.485, 3045.4639, 1530.1257, 7572.0337, 5687.7144, 5962.0337, 2792.9348, 4528.108, 5416.923, 4034.3242, 5555.517, 4449.385, 2253.0527, 4840.274, 5135.821, 4130.137, 5307.4287, 4210.6665, 6783.8335, 5613.9346, 4516.6196, 4089.2, 4332.923, 6056.2964, 3499.4365, 2285.682, 3906.125, 6274.5312, 2611.5, 5702.2036, 4880.0, 4949.5454, 4532.7397, 4710.145, 4376.8657, 4826.364, 5147.8125, 4765.4795, 4110.1333, 4561.231, 6186.5454, 4571.8057, 6311.0713, 3917.8948, 5947.5806, 4327.973, 5266.403, 5356.615, 5261.746, 5910.656, 3096.5935, 6506.6665, 4016.6265, 5868.4746, 7012.6787, 2537.767, 5209.1665, 4462.154, 5583.684, 5205.625, 4839.8335, 6237.069, 4956.232, 4526.184, 4435.6577, 4502.338, 4507.826, 4802.319, 5704.328, 4743.857, 4635.3335, 4523.0, 6080.704, 6570.0186, 4438.143, 4754.3423, 5011.6665, 4403.8027, 3246.3953, 5997.5864, 4304.028, 5052.923, 4600.6943, 4373.1885, 4999.014, 5158.7144, 4205.9155, 4338.8, 4372.857, 4440.0, 4831.449, 4693.7314, 2131.875, 4663.7637, 4638.7837, 4315.3247, 4975.424, 5187.761, 5965.4546, 5438.5293, 4363.5527, 5128.493, 4798.0283, 4106.857, 4732.5, 4250.946, 4795.0747, 5050.154, 3741.0527, 4576.1196, 5332.5, 4960.4224, 4861.127, 4618.5713, 6447.647, 5342.464, 5060.145, 4746.8853, 4649.5586, 5150.857, 5061.1475, 5318.4375, 6800.6777, 4837.4243, 6424.8]"
MsPacman,MQ(h=1),"Float32[80.86066, 319.70038, 171.20967, 653.9109, 863.0453, 507.59857, 666.2041, 1270.9722, 1821.28, 2499.9307, 853.19147, 2570.0, 1841.8699, 1722.7559, 1893.125, 1252.1428, 1806.2264, 1871.9019, 2263.8816, 1670.0769, 1919.9286, 2089.077, 2067.764, 1818.9062, 1920.303, 1838.3495, 2111.9492, 2109.4392, 1993.8687, 2135.2632, 1841.7021, 1813.8384, 1895.0793, 2389.208, 1944.2056, 2044.7573, 3743.4119, 1937.6316, 2156.923, 2048.8784, 2027.5385, 2323.7273, 1945.9836, 3828.8635, 3407.6624, 3650.946, 2566.8, 1880.3472, 1859.078, 3476.3855, 2894.3901, 4983.59, 3493.1646, 2071.6787, 3948.2856, 3820.4, 2019.7479, 3604.8718, 3850.7576, 3494.6155, 3567.0886, 4007.7026, 4213.125, 2891.6494, 1743.1655, 3884.9333, 1638.4028, 1973.0709, 3517.5, 4174.8613, 3566.4197, 3845.6338, 3728.8708, 4413.846, 3073.5293, 4157.391, 2375.2102, 2127.8152, 3973.4614, 3912.3289, 4082.2974, 2652.371, 3856.8657, 4666.615, 4356.5386, 2369.7637, 4734.483, 2811.6304, 4781.25, 3723.2876, 3596.75, 3255.244, 3897.7144, 5671.3335, 4097.0, 4103.5483, 3792.5, 3858.5508, 3742.1428, 3982.7144, 3709.1892, 3521.0227, 5326.8423, 1888.4397, 3861.7646, 5380.0, 3925.7896, 4702.909, 4575.085, 4430.1587, 4770.909, 4230.4478, 4264.2856, 4132.5806, 3714.8052, 4741.0713, 5003.684, 5347.193, 2905.2173, 3955.5073, 5005.893, 3973.768, 4225.5225, 4088.0881, 3911.2698, 5185.185, 5167.9663, 4670.0, 4882.6313, 4260.1562, 4235.1562, 4876.316, 3809.861, 5225.091, 4473.485, 4718.095, 5743.8887, 5955.7407, 4657.963, 4977.7964, 1085.4819, 1734.4828, 3805.8108, 2205.5264, 4819.6665, 5306.2744, 4018.205, 4919.4917, 6128.0, 5336.5386, 4701.356, 4294.6577, 4175.7144, 4520.476, 5422.6787, 4090.7043, 5505.6665, 5013.3335, 4302.154, 5577.6665, 4456.3237, 5066.2964, 3900.3845, 4408.919, 5496.2266, 2113.7957, 4318.6484, 5305.849, 7021.961, 6253.1577, 4987.241, 5844.5454, 5494.815, 5087.3076, 4553.457, 4361.948, 4017.7144, 5895.517, 4423.143, 5601.5386, 4943.2856, 4849.032, 4898.0, 5278.5967, 5856.78, 4233.7144, 6586.0, 5804.8213, 4216.825, 5923.9287, 4690.476, 5894.915, 3695.9702, 6091.636, 4389.6724, 5382.9824, 4625.1562, 6082.9033, 4255.2114, 4119.8613]"
Qbert,MQ(h=10),"Float32[13.653846, 125.0, 324.45142, 154.94505, 250.51021, 699.85297, 792.56757, 599.18365, 749.5714, 740.88116, 1322.5746, 1618.9922, 603.5971, 464.10788, 605.2, 991.9725, 557.4029, 864.65515, 779.1985, 4734.7085, 812.40155, 628.8618, 590.6077, 4901.056, 4526.128, 3976.389, 4058.7786, 4163.761, 3972.7273, 840.26105, 4012.255, 4340.476, 4247.6, 4045.055, 4159.596, 4302.4194, 4167.593, 4287.5, 4548.5293, 4797.222, 7694.253, 4352.5864, 4348.8315, 7668.696, 8069.4443, 759.4203, 7716.2603, 4238.9053, 10917.961, 11334.667, 7938.5967, 11320.608, 8053.049, 14452.108, 11890.294, 15226.974, 15840.678, 15679.386, 15706.25, 12190.361, 12424.152, 14810.77, 15142.544, 16137.745, 14967.029, 15534.375, 16390.5, 16064.683, 14770.423, 15365.789, 15376.315, 14998.973, 14947.794, 18055.357, 15611.709, 15825.0, 15917.453, 15461.667, 16312.963, 15742.213, 18629.902, 15995.283, 19638.021, 14858.882, 15765.518, 19046.809, 16501.47, 16718.627, 19826.531, 19442.79, 18750.0, 20075.0, 16689.553, 15996.429, 19077.717, 19965.0, 22185.256, 20132.064, 16310.547, 19642.0, 23105.0, 19025.473, 19809.434, 24131.25, 19819.396, 22681.123, 25384.459, 15866.418, 19971.93, 20307.5, 23700.596, 19836.607, 20136.0, 23722.283, 20330.455, 20845.0, 19966.51, 27598.611, 23332.143, 24257.738, 20561.17, 26734.615, 24968.572, 25983.125, 25121.795, 24556.395, 19865.625, 17051.695, 24312.777, 17003.814, 24465.477, 24921.951, 22655.232, 27316.447, 19843.137, 22066.0, 16120.0, 17243.518, 27657.236, 27444.23, 24005.209, 23537.5, 15787.121, 27721.71, 28036.586, 23470.5, 22755.611, 27950.0, 27784.615, 24576.875, 20085.715, 23125.0, 19191.146, 21284.445, 28645.312, 23866.836, 20385.377, 27019.186, 26488.46, 25296.875, 24804.375, 27933.553, 23652.084, 28047.37, 27013.096, 24267.223, 27796.951, 24244.148, 27225.0, 27710.977, 25026.83, 27256.875, 27232.236, 28000.676, 25453.889, 27053.125, 26919.768, 27667.309, 17524.621, 23830.682, 27560.256, 28226.924, 20630.102, 28370.0, 23873.863, 27060.365, 20278.39, 27847.297, 28138.572, 22901.924, 27417.764, 28238.096, 28013.158, 26973.125, 27912.162, 27650.0, 24556.25, 24812.195, 27743.125, 27461.309]"
Qbert,MQ(h=10),"Float32[0.26595744, 126.32979, 139.59854, 250.0, 450.9772, 600.1938, 704.76697, 449.14285, 607.8571, 650.0, 749.35565, 745.03204, 796.5, 474.90775, 452.03046, 794.74884, 4033.6206, 608.89124, 4417.953, 831.5714, 824.44934, 3990.2598, 4366.3135, 4283.0356, 970.14386, 4221.939, 4351.344, 4382.8433, 5044.3037, 4799.329, 4892.7183, 4922.9883, 5473.1885, 4893.86, 4901.145, 4973.897, 4858.3335, 4947.6, 5420.766, 5131.868, 895.86206, 5160.756, 5130.769, 5184.2197, 4755.851, 6090.8086, 12758.214, 13481.019, 12069.277, 12294.298, 16579.285, 16736.508, 13034.0, 16165.254, 14641.786, 16642.982, 16190.726, 12202.777, 17671.875, 17101.23, 16911.25, 17004.479, 16522.348, 16709.766, 16713.924, 20437.777, 20756.666, 17274.092, 15604.348, 19662.037, 20635.5, 19101.818, 17063.889, 19180.611, 16643.479, 17259.584, 16165.341, 19988.021, 17035.908, 20647.059, 19705.29, 19788.043, 15894.915, 16966.797, 16767.188, 20837.234, 20676.63, 19789.5, 20028.723, 21018.27, 16275.0, 20643.889, 20347.873, 20136.363, 17033.771, 20944.148, 17662.71, 19862.5, 17337.295, 20099.49, 17529.098, 20555.436, 21382.387, 24655.406, 17280.455, 20193.5, 20546.428, 17564.453, 16317.411, 19937.5, 19527.041, 19404.166, 17642.348, 20048.5, 20086.412, 23856.395, 19976.562, 16596.31, 20115.625, 21123.5, 19345.555, 19752.703, 22716.326, 24064.285, 20402.451, 19474.057, 16009.836, 19196.635, 25506.578, 22918.902, 15538.637, 20519.564, 24762.5, 27408.125, 23990.0, 17766.826, 26690.79, 24198.781, 24869.871, 16601.47, 20921.666, 25022.873, 24745.35, 23679.65, 27371.342, 24601.191, 26881.098, 25621.25, 24590.342, 20341.666, 23345.744, 16855.172, 21234.883, 26338.691, 26856.41, 26053.049, 23653.049, 12004.082, 23403.658, 19518.5, 15375.0, 20374.49, 23995.93, 23526.137, 26558.783, 23344.047, 19826.96, 26298.17, 16247.826, 23587.805, 20217.188, 20463.334, 24094.643, 27203.658, 21513.75, 19736.275, 16954.365, 15311.393, 19837.256, 25928.75, 26663.514, 20801.041, 26939.88, 26380.488, 26850.734, 16083.871, 22802.174, 20721.342, 23535.795, 25896.512, 25957.143, 25167.95, 26698.125, 26153.205, 26313.953, 25490.625, 19126.064, 23126.875, 23986.111, 20740.385]"
